Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2403674,"GBM, RTK II, sample 821 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403674/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403675,"GBM, MES, sample 822 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403675/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403676,"GBM, RTK II, sample 823 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403676/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403677,"GBM, RTK II, sample 824 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403677/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403678,"GBM, RTK II, sample 825 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403678/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403679,"GBM, RTK II, sample 826 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403679/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403680,"GBM, RTK II, sample 827 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403680/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403681,"CONTR, INFLAM, sample 828 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403681/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403682,"GBM, RTK II, sample 829 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403682/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403683,"GBM, RTK II, sample 830 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403683/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403684,"GBM, MES, sample 831 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403684/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403685,"GBM, RTK II, sample 832 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403685/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403686,"EFT, CIC, sample 833 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403686/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403687,"EFT, CIC, sample 834 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403687/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403688,"GBM, RTK I, sample 835 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403688/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403689,"GBM, RTK II, sample 836 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403689/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403690,"GBM, RTK I, sample 837 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403690/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403691,"GBM, RTK II, sample 838 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403691/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403692,"MB, SHH INF, sample 839 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403692/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403693,"GBM, RTK I, sample 840 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403693/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403694,"HGNET, MN1, sample 841 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403694/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403695,"ETMR, sample 842 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403695/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403696,"GBM, RTK I, sample 843 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403696/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403697,"GBM, RTK II, sample 844 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403697/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403698,"MB, SHH INF, sample 845 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403698/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403699,"ETMR, sample 846 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403699/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403700,"MB, SHH INF, sample 847 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403700/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403701,"EFT, CIC, sample 848 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403701/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403702,"HGNET, BCOR, sample 849 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403702/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403703,"LGG, PA/GG ST, sample 850 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403703/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403704,"PTPR, B, sample 851 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403704/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403705,"LYMPHO, sample 852 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403705/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403706,"LYMPHO, sample 853 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403706/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403707,"LYMPHO, sample 854 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403707/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403708,"LGG, PA/GG ST, sample 855 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403708/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403709,"LGG, PA/GG ST, sample 856 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403709/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403710,"PIN T, PPT, sample 857 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403710/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403711,"PIN T, PPT, sample 858 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403711/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403712,"CPH, ADM, sample 859 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403712/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403713,"CPH, ADM, sample 860 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403713/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403714,"CPH, PAP, sample 861 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403714/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403715,"CPH, PAP, sample 862 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403715/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403716,"CPH, ADM, sample 863 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403716/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403717,"CONTR, REACT, sample 864 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403717/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403718,"ETMR, sample 865 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403718/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403719,"ATRT, MYC, sample 866 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403719/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403720,"CNS NB, FOXR2, sample 867 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403720/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403721,"EFT, CIC, sample 868 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403721/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403722,"LGG, SEGA, sample 869 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403722/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403723,"ENB, A, sample 870 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403723/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403724,"GBM, RTK II, sample 871 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403724/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403725,"O IDH, sample 872 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403725/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403726,"A IDH, sample 873 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403726/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403727,"PITUI, sample 874 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403727/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403728,"A IDH, sample 875 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403728/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403729,"GBM, RTK II, sample 876 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403729/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403730,"A IDH, sample 877 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403730/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403731,"CONTR, PINEAL, sample 878 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403731/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403732,"EPN, MPE, sample 879 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403732/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403733,"PGG, nC, sample 880 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403733/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403734,"A IDH, sample 881 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403734/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403735,"A IDH, HG, sample 882 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403735/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403736,"A IDH, HG, sample 883 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403736/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403737,"EPN, MPE, sample 884 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403737/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403738,"GBM, MES, sample 885 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403738/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403739,"PGG, nC, sample 886 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403739/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403740,"GBM, G34, sample 887 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403740/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403741,"A IDH, sample 888 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403741/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403742,"PIN T, PPT, sample 889 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403742/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403743,"LGG, PA/GG ST, sample 890 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403743/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403744,"PIN T, PPT, sample 891 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403744/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403745,"CONTR, PINEAL, sample 892 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403745/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403746,"PIN T, PPT, sample 893 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403746/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403747,"EPN, MPE, sample 894 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403747/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403748,"GBM, G34, sample 895 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403748/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403749,"DMG, K27, sample 896 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403749/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403750,"A IDH, HG, sample 897 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403750/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403751,"HGNET, BCOR, sample 898 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403751/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403752,"HGNET, BCOR, sample 899 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403752/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403753,"LGG, DNT, sample 900 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403753/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403754,"HGNET, BCOR, sample 901 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403754/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403755,"LGG, DNT, sample 902 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403755/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403756,"LGG, DNT, sample 903 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403756/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403757,"LGG, DNT, sample 904 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403757/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403758,"LGG, RGNT, sample 905 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403758/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403759,"A IDH, sample 906 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403759/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403760,"LGG, DNT, sample 907 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403760/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403761,"DMG, K27, sample 908 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403761/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403762,"DMG, K27, sample 909 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403762/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403763,"DMG, K27, sample 910 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403763/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403764,"CNS NB, FOXR2, sample 911 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403764/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403765,"CNS NB, FOXR2, sample 912 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403765/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403766,"CPH, ADM, sample 913 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403766/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403767,"CPH, ADM, sample 914 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403767/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403768,"CN, sample 915 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403768/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403769,"CN, sample 916 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403769/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403770,"CN, sample 917 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403770/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403771,"CN, sample 918 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403771/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403772,"CN, sample 919 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403772/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403773,"CN, sample 920 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403773/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403774,"CN, sample 921 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403774/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403775,"CN, sample 922 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403775/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403776,"CHGL, sample 923 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403776/suppl",,"Martin Sill","Jan 14, 2018"
GSM2403777,"LGG, DNT, sample 924 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2403nnn/GSM2403777/suppl",,"Martin Sill","Jan 14, 2018"
